Player,Age,Team,Position,GP,GS,MP,FG,AFD,2_Point_Attempt%,Restricted_Area_Attempt%,Short_Midrange_Attempt%,Mid_Post_Attempt%,Long_Midrange_Attempt%,3_Point_Attempt%,Restricted_Area%,Short_Midrange%,Mid_Post%,Long_Midrange%,2P_Assisted%,3P_Assisted%,Dunks%,Dunks,Corner_3PA%,Corner_3P%,Heaves_Attempted,Heaves_Made,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Point_Per_Shot,PPG,TS%,FGA_Per_Game,3PA_Per_Game,FG_Per_Game,3P_Per_Game,FTA_Per_Game,FT_Per_Game,2P_Unassisted%,3P_Unassisted%,Unassisted_2PM,Unassisted_3PM
Drew Peterson,24,BOS,PF,3,0,23,4,22.1,0.167,0.167,0.0,0.0,0.0,0.833,1.0,,,,1.0,,0.167,1,0.0,,0,0,6,0.667,3,5,0.6,1,1,1.0,0.917,0,0,,0,1,1,1,2,0,1,1,11,1.83,3.67,91.67,2.0,1.67,1.33,1.0,0.0,0.0,0.0,,1.0,
E.J. Liddell,23,NOP,PF,8,0,23,1,21.3,0.167,0.167,0.0,0.0,0.0,0.833,1.0,,,,1.0,1.0,0.167,1,0.2,0.0,0,0,6,0.167,0,5,0.0,1,1,1.0,0.167,2,2,1.0,0,5,5,1,2,2,2,2,4,0.33,0.5,29.07,0.75,0.62,0.12,0.0,0.25,0.25,0.0,0.0,1.0,0.0
Jordan Ford,25,SAC,PG,6,0,22,4,18.2,0.571,0.143,0.0,0.286,0.143,0.429,1.0,,0.5,0.0,0.0,0.5,0.0,0,0.333,1.0,0,0,7,0.571,2,3,0.667,2,4,0.5,0.714,2,2,1.0,0,2,2,2,0,0,1,0,12,1.43,2.0,76.14,1.17,0.5,0.67,0.33,0.33,0.33,1.0,0.5,-98.0,-48.0
Isaiah Thomas,34,PHO,PG,6,0,19,3,13.6,0.6,0.2,0.3,0.0,0.1,0.4,0.5,0.0,,0.0,0.0,1.0,0.0,0,0.25,1.0,0,0,10,0.3,2,4,0.5,1,6,0.167,0.4,0,0,,0,0,0,3,0,0,0,0,8,0.8,1.33,40.0,1.67,0.67,0.5,0.33,0.0,0.0,1.0,0.0,-99.0,2.0
Usman Garuba,21,GSW,PF,6,0,18,1,7.2,0.833,0.333,0.5,0.0,0.0,0.167,0.5,0.0,,,0.0,,0.0,0,0.0,,0,0,6,0.167,0,1,0.0,1,5,0.2,0.167,1,2,0.5,3,4,7,1,1,3,2,2,3,0.33,0.5,21.8,1.0,0.17,0.17,0.0,0.33,0.17,1.0,,-99.0,
Danny Green,36,PHI,SG,2,0,18,0,22.5,0.5,0.0,0.0,0.0,0.5,0.5,,,,0.0,,,0.0,0,1.0,0.0,0,0,2,0.0,0,1,0.0,0,1,0.0,0.0,0,0,,0,2,2,1,1,0,0,1,0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,,,,
Alondes Williams,24,MIA,SG,7,0,16,2,15.7,0.5,0.25,0.25,0.0,0.0,0.5,1.0,0.0,,,0.0,,0.0,0,0.0,,0,0,8,0.25,0,4,0.0,2,4,0.5,0.25,1,1,1.0,0,1,1,0,0,1,2,2,5,0.5,0.71,29.62,1.14,0.57,0.29,0.0,0.14,0.14,1.0,,-98.0,
D.J. Wilson,27,PHI,PF,2,0,15,4,10.6,0.75,0.25,0.25,0.25,0.0,0.25,0.0,1.0,1.0,,0.0,,0.0,0,0.0,,0,0,6,0.667,2,2,1.0,2,4,0.5,0.833,0,0,,1,1,2,2,0,2,0,1,10,1.67,5.0,83.33,3.0,1.0,2.0,1.0,0.0,0.0,1.0,,-98.0,
Ty Jerome,26,CLE,SG,2,0,15,2,10.3,0.667,0.333,0.333,0.0,0.0,0.333,1.0,0.0,,,1.0,1.0,0.167,1,0.5,1.0,0,0,4,0.5,0,1,0.0,2,3,0.667,0.5,0,0,,1,0,1,3,0,0,1,2,4,1.0,2.0,50.0,2.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Adam Flagler,24,OKC,SG,2,0,14,1,24.2,0.143,0.0,0.0,0.143,0.0,0.857,,,0.0,,,0.0,0.0,0,0.0,,0,0,7,0.143,1,6,0.167,0,1,0.0,0.214,0,0,,0,0,0,4,0,0,0,0,3,0.43,1.5,21.43,3.5,3.0,0.5,0.5,0.0,0.0,,1.0,,-99.0
Andrew Funk,24,CHI,SG,5,0,13,0,19.0,0.25,0.0,0.25,0.0,0.0,0.75,,0.0,,,,,0.0,0,0.667,0.0,0,0,4,0.0,0,3,0.0,0,1,0.0,0.0,0,0,,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,0.8,0.6,0.0,0.0,0.0,0.0,,,,
Quenton Jackson,25,IND,PG,3,0,11,0,2.3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0,,,0,0,1,0.0,0,0,,0,1,0.0,0.0,2,2,1.0,0,4,4,2,1,0,0,1,2,0.0,0.67,53.19,0.33,0.0,0.0,0.0,0.67,0.67,,,,
Filip Petrušev,23,2TM,C,3,0,10,1,16.7,0.667,0.333,0.0,0.0,0.333,0.333,1.0,,,0.0,1.0,,0.0,0,0.0,,0,0,2,0.5,0,0,,1,2,0.5,0.5,1,2,0.5,0,1,1,0,0,0,0,1,3,1.0,1.0,52.08,0.67,0.0,0.33,0.0,0.67,0.33,0.0,,1.0,
Joshua Primo,21,LAC,SG,2,0,10,1,12.4,1.0,0.0,0.0,1.0,0.0,0.0,,,0.5,,1.0,,0.0,0,,,0,0,3,0.333,0,1,0.0,1,2,0.5,0.333,0,0,,1,0,1,0,0,1,4,0,2,0.67,1.0,33.33,1.5,0.5,0.5,0.0,0.0,0.0,0.0,,1.0,
Lindell Wigginton,25,MIL,PG,3,0,8,2,11.7,0.6,0.4,0.2,0.0,0.0,0.4,1.0,0.0,,,0.0,,0.0,0,0.0,,0,0,5,0.4,0,2,0.0,2,3,0.667,0.4,2,2,1.0,0,0,0,0,0,0,1,1,6,0.8,2.0,51.02,1.67,0.67,0.67,0.0,0.67,0.67,1.0,,-98.0,
Kaiser Gates,27,NOP,SF,1,0,7,0,13.7,0.5,0.5,0.0,0.0,0.0,0.5,0.0,,,,,,0.0,0,0.0,,0,0,4,0.0,0,2,0.0,0,2,0.0,0.0,0,0,,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,,,,
Kevon Harris,26,ORL,SG,2,0,6,2,1.1,1.0,1.0,0.0,0.0,0.0,0.0,0.5,,,,1.0,,0.0,0,,,0,0,3,0.667,0,0,,2,3,0.667,0.667,0,0,,0,2,2,1,0,0,1,3,4,1.33,2.0,66.67,1.5,0.0,1.0,0.0,0.0,0.0,0.0,,2.0,
Shaquille Harrison,30,MEM,SG,3,0,6,1,11.5,1.0,0.333,0.0,0.333,0.333,0.0,1.0,,0.0,1.0,0.5,,0.0,0,,,0,0,2,0.5,0,0,,1,2,0.5,0.5,0,0,,0,2,2,0,0,1,0,0,2,1.0,0.67,50.0,0.67,0.0,0.33,0.0,0.0,0.0,0.5,,-49.0,
Hamidou Diallo,25,WAS,SG,2,0,5,1,0.1,1.0,1.0,0.0,0.0,0.0,0.0,0.5,,,,0.0,,0.0,0,,,0,0,2,0.5,0,0,,1,2,0.5,0.5,0,0,,2,0,2,1,2,0,1,1,2,1.0,1.0,50.0,1.0,0.0,0.5,0.0,0.0,0.0,1.0,,-99.0,
Markquis Nowell,24,TOR,SG,1,0,4,0,,,,,,,,,,,,,,,0,,,0,0,1,0.0,0,0,,0,1,0.0,0.0,2,2,1.0,2,0,2,2,1,0,0,0,2,0.0,2.0,53.19,1.0,0.0,0.0,0.0,2.0,2.0,,,,
Isaiah Wong,23,IND,SG,1,0,4,1,9.5,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,,,,,0.0,0,,,0,0,3,0.333,0,1,0.0,1,2,0.5,0.333,0,0,,0,0,0,0,0,0,0,0,2,0.67,2.0,33.33,3.0,1.0,1.0,0.0,0.0,0.0,,,,
Ron Harper Jr.,23,TOR,PF,1,0,4,0,16.3,0.667,0.0,0.333,0.0,0.333,0.333,,0.0,,1.0,0.0,,0.0,0,1.0,0.0,0,0,0,,0,0,,0,0,,,0,0,,0,0,0,1,0,0,0,2,0,nan,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,-100.0,
Izaiah Brockington,24,NOP,PG,1,0,3,2,10.5,0.8,0.4,0.2,0.0,0.2,0.2,1.0,0.0,,0.0,0.5,,0.2,1,0.0,,0,0,5,0.4,0,1,0.0,2,4,0.5,0.4,0,0,,1,1,2,0,0,0,0,0,4,0.8,4.0,40.0,5.0,1.0,2.0,0.0,0.0,0.0,0.5,,-48.0,
Malcolm Cazalon,22,DET,SG,1,0,3,0,,,,,,,,,,,,,,,0,,,0,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,nan,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,,,,
Jalen Crutcher,24,NOP,PG,1,0,3,0,4.5,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,,,,,0.0,0,,,0,0,1,0.0,0,0,,0,1,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,
Dmytro Skapintsev,25,NYK,C,2,0,2,0,4.2,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,,,,,0.0,0,,,0,0,1,0.0,0,0,,0,1,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,,,,
Justin Jackson,28,MIN,SF,2,0,1,0,,,,,,,,,,,,,,,0,,,0,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,nan,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,,,,
Javonte Smart,24,PHI,PG,1,0,1,0,,,,,,,,,,,,,,,0,,,0,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,nan,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,,,,
